;;gen-17;feb-17;mar-17;apr-17;mag-17;giu-17;lug-17;ago-17;set-17;ott-17;nov-17;dic-17;gen-18;feb-18;mar-18;apr-18;mag-18;giu-18;lug-18
4;03:36; 4,90 ; 3,53 ; 2,89 ; 2,70 ; 4,22 ; 3,68 ; 5,64 ; 4,31 ; 5,39 ; 4,75 ; 4,22 ; 5,88 ; 7,01 ; 6,03 ; 7,40 ; 5,83 ; 4,31 ; 8,43 ; 10,00 
4;03:42; 4,75 ; 3,43 ; 2,40 ; 2,75 ; 4,36 ; 3,73 ; 5,78 ; 4,41 ; 5,44 ; 4,90 ; 4,36 ; 5,98 ; 7,11 ; 6,13 ; 7,30 ; 5,98 ; 4,36 ; 8,38 ; 10,00 
4;03:48; 4,95 ; 3,24 ; 2,79 ; 2,40 ; 4,51 ; 4,02 ; 5,64 ; 4,51 ; 5,54 ; 4,95 ; 4,46 ; 6,03 ; 6,91 ; 6,37 ; 7,30 ; 5,93 ; 4,41 ; 8,38 ; 10,00 
4;03:54; 5,00 ; 3,58 ; 2,40 ; 2,30 ; 4,95 ; 3,73 ; 5,83 ; 4,46 ; 5,49 ; 4,75 ; 4,22 ; 5,98 ; 7,25 ; 6,23 ; 7,45 ; 6,03 ; 4,46 ; 8,53 ; 10,00 
4;04:00; 5,25 ; 3,53 ; 2,35 ; 2,94 ; 5,00 ; 3,77 ; 5,74 ; 4,61 ; 5,49 ; 4,85 ; 4,46 ; 5,98 ; 7,11 ; 6,42 ; 7,84 ; 5,88 ; 4,61 ; 8,53 ; 10,00 
4;04:06; 5,34 ; 3,82 ; 2,60 ; 2,25 ; 4,75 ; 3,97 ; 5,93 ; 4,51 ; 5,54 ; 4,95 ; 4,51 ; 6,08 ; 6,96 ; 6,13 ; 6,57 ; 6,18 ; 4,66 ; 8,38 ; 10,00 
4;04:12; 5,39 ; 3,38 ; 3,28 ; 2,84 ; 5,15 ; 3,92 ; 6,03 ; 4,51 ; 5,59 ; 5,00 ; 4,46 ; 6,08 ; 7,16 ; 6,32 ; 7,21 ; 6,03 ; 4,66 ; 8,38 ; 10,00 
4;04:18; 5,34 ; 3,58 ; 2,65 ; 2,30 ; 5,15 ; 4,12 ; 5,93 ; 4,56 ; 5,74 ; 4,90 ; 4,66 ; 6,03 ; 7,01 ; 6,42 ; 7,01 ; 6,18 ; 4,61 ; 8,33 ; 10,00 
4;04:24; 5,25 ; 3,53 ; 2,45 ; 2,99 ; 5,15 ; 4,22 ; 5,74 ; 4,66 ; 5,64 ; 5,05 ; 4,51 ; 6,13 ; 7,06 ; 6,32 ; 7,50 ; 6,13 ; 4,66 ; 8,24 ; 10,00 
4;04:30; 5,49 ; 3,28 ; 2,99 ; 2,30 ; 5,05 ; 4,36 ; 6,18 ; 4,66 ; 5,78 ; 5,00 ; 4,75 ; 6,27 ; 7,25 ; 6,27 ; 6,08 ; 6,32 ; 4,75 ; 8,28 ; 10,00 
4;04:36; 5,29 ; 3,33 ; 2,84 ; 2,75 ; 5,15 ; 4,22 ; 5,98 ; 4,71 ; 5,78 ; 5,05 ; 4,95 ; 6,27 ; 7,25 ; 6,52 ; 6,57 ; 6,08 ; 4,85 ; 8,53 ; 10,00 
4;04:42; 5,49 ; 3,28 ; 2,40 ; 2,84 ; 5,20 ; 4,22 ; 6,08 ; 5,00 ; 5,83 ; 4,90 ; 4,75 ; 6,27 ; 8,04 ; 6,67 ; 7,21 ; 6,32 ; 4,80 ; 8,48 ; 10,00 
4;04:48; 5,34 ; 3,09 ; 2,70 ; 2,94 ; 5,10 ; 4,31 ; 6,03 ; 4,75 ; 5,83 ; 5,00 ; 4,75 ; 6,27 ; 7,65 ; 6,47 ; 7,16 ; 6,23 ; 4,85 ; 8,48 ; 10,00 
4;04:54; 5,49 ; 2,70 ; 2,79 ; 2,30 ; 4,90 ; 4,26 ; 5,88 ; 4,61 ; 5,88 ; 5,00 ; 4,90 ; 6,23 ; 7,79 ; 6,62 ; 6,91 ; 6,32 ; 4,80 ; 8,43 ; 10,00 
4;05:00; 5,59 ; 3,24 ; 2,75 ; 2,79 ; 4,80 ; 4,41 ; 6,23 ; 4,85 ; 5,93 ; 5,05 ; 5,10 ; 6,13 ; 7,65 ; 6,62 ; 6,91 ; 6,42 ; 4,95 ; 8,58 ; 10,00 
4;05:06; 5,39 ; 3,09 ; 2,45 ; 2,45 ; 5,29 ; 4,31 ; 6,18 ; 4,71 ; 5,74 ; 5,05 ; 5,05 ; 6,62 ; 7,25 ; 6,76 ; 6,91 ; 6,18 ; 4,95 ; 8,43 ; 10,00 
4;05:12; 5,39 ; 3,38 ; 2,30 ; 2,75 ; 5,34 ; 4,31 ; 6,27 ; 4,71 ; 6,08 ; 5,15 ; 4,95 ; 6,52 ; 7,16 ; 6,62 ; 7,11 ; 6,47 ; 5,05 ; 8,43 ; 10,00 
4;05:18; 5,74 ; 3,33 ; 2,99 ; 2,50 ; 5,29 ; 4,46 ; 6,18 ; 4,75 ; 5,83 ; 5,20 ; 5,05 ; 6,52 ; 7,55 ; 6,72 ; 6,72 ; 6,42 ; 5,05 ; 8,28 ; 10,00 
4;05:24; 5,49 ; 3,28 ; 2,75 ; 2,40 ; 5,59 ; 4,46 ; 6,18 ; 4,95 ; 6,08 ; 5,10 ; 4,90 ; 6,62 ; 7,45 ; 6,81 ; 7,65 ; 6,42 ; 5,15 ; 8,48 ; 10,00 
4;05:30; 5,74 ; 3,24 ; 2,55 ; 2,55 ; 5,25 ; 4,56 ; 6,18 ; 4,95 ; 6,03 ; 5,20 ; 4,80 ; 6,47 ; 7,45 ; 6,67 ; 7,65 ; 6,27 ; 5,10 ; 8,33 ; 10,00 
4;05:36; 5,74 ; 2,89 ; 2,21 ; 2,45 ; 5,15 ; 4,41 ; 6,32 ; 5,05 ; 6,08 ; 5,25 ; 5,20 ; 6,47 ; 7,60 ; 6,72 ; 7,06 ; 6,52 ; 5,25 ; 8,48 ; 10,00 
4;05:42; 5,78 ; 3,14 ; 3,04 ; 2,79 ; 5,29 ; 4,61 ; 6,08 ; 5,05 ; 6,08 ; 5,00 ; 5,29 ; 6,42 ; 7,79 ; 6,76 ; 7,89 ; 6,67 ; 5,05 ; 8,33 ; 10,00 
4;05:48; 5,93 ; 2,89 ; 3,19 ; 2,45 ; 5,34 ; 4,51 ; 6,37 ; 5,10 ; 6,08 ; 5,25 ; 5,29 ; 6,57 ; 7,65 ; 6,81 ; 7,70 ; 6,37 ; 5,25 ; 8,43 ; 10,00 
4;05:54; 5,93 ; 3,04 ; 2,89 ; 2,50 ; 5,25 ; 4,56 ; 6,18 ; 5,10 ; 6,03 ; 5,15 ; 5,29 ; 6,57 ; 7,55 ; 6,86 ; 7,40 ; 6,67 ; 5,29 ; 8,48 ; 10,00 
4;06:00; 5,78 ; 3,82 ; 2,70 ; 2,84 ; 5,10 ; 4,61 ; 6,23 ; 4,95 ; 6,13 ; 5,25 ; 5,15 ; 6,67 ; 7,40 ; 6,96 ; 6,03 ; 6,62 ; 5,25 ; 8,63 ; 10,00 
4;06:06; 5,74 ; 3,73 ; 2,55 ; 2,55 ; 5,15 ; 4,56 ; 6,23 ; 5,05 ; 6,13 ; 5,29 ; 5,44 ; 6,62 ; 7,40 ; 6,91 ; 7,50 ; 6,42 ; 5,44 ; 8,38 ; 10,00 
4;06:12; 5,93 ; 3,68 ; 3,04 ; 2,06 ; 5,20 ; 4,51 ; 6,18 ; 5,20 ; 6,23 ; 5,29 ; 5,39 ; 6,62 ; 7,50 ; 7,06 ; 7,50 ; 6,72 ; 5,25 ; 8,53 ; 10,00 
4;06:18; 5,83 ; 4,02 ; 3,09 ; 3,19 ; 5,39 ; 4,71 ; 6,18 ; 5,05 ; 6,18 ; 5,49 ; 5,39 ; 6,86 ; 7,79 ; 7,06 ; 7,25 ; 6,67 ; 5,39 ; 8,24 ; 10,00 
4;06:24; 5,93 ; 3,48 ; 2,45 ; 2,60 ; 5,25 ; 4,66 ; 6,42 ; 5,10 ; 6,18 ; 5,44 ; 5,74 ; 6,81 ; 7,65 ; 7,11 ; 7,30 ; 6,72 ; 5,29 ; 8,58 ; 10,00 
4;06:30; 5,98 ; 3,48 ; 2,40 ; 2,65 ; 5,34 ; 4,75 ; 6,37 ; 5,10 ; 6,23 ; 5,44 ; 5,54 ; 6,91 ; 8,09 ; 7,21 ; 7,55 ; 6,72 ; 5,49 ; 8,43 ; 10,00 
4;06:36; 6,08 ; 3,97 ; 2,65 ; 2,60 ; 5,49 ; 4,66 ; 6,18 ; 5,29 ; 6,13 ; 5,39 ; 5,34 ; 6,81 ; 8,33 ; 7,11 ; 7,65 ; 6,76 ; 5,44 ; 8,43 ; 10,00 
4;06:42; 6,13 ; 3,97 ; 3,58 ; 2,70 ; 5,25 ; 4,51 ; 6,42 ; 5,34 ; 6,32 ; 5,49 ; 5,39 ; 6,57 ; 8,14 ; 7,06 ; 7,30 ; 6,86 ; 5,49 ; 8,43 ; 10,00 
4;06:48; 6,13 ; 4,22 ; 3,09 ; 2,89 ; 5,15 ; 4,71 ; 6,23 ; 5,29 ; 6,23 ; 5,44 ; 5,49 ; 6,81 ; 8,14 ; 7,21 ; 7,60 ; 6,72 ; 5,44 ; 8,53 ; 10,00 
4;06:54; 6,23 ; 4,85 ; 2,79 ; 2,35 ; 4,80 ; 4,56 ; 6,32 ; 5,34 ; 6,23 ; 5,54 ; 5,69 ; 6,76 ; 7,65 ; 7,21 ; 7,55 ; 6,76 ; 5,39 ; 8,38 ; 10,00 
4;07:00; 6,23 ; 4,66 ; 2,60 ; 2,70 ; 5,29 ; 4,56 ; 6,23 ; 5,25 ; 6,42 ; 5,54 ; 5,49 ; 6,57 ; 7,94 ; 7,21 ; 6,91 ; 6,91 ; 5,49 ; 8,33 ; 10,00 
4;07:06; 6,13 ; 4,12 ; 2,45 ; 2,35 ; 5,83 ; 4,95 ; 6,42 ; 5,78 ; 6,32 ; 5,83 ; 5,54 ; 7,01 ; 7,79 ; 6,91 ; 6,86 ; 7,01 ; 5,88 ; 8,68 ; 10,00 
4;07:12; 6,32 ; 4,51 ; 2,55 ; 2,84 ; 5,69 ; 4,90 ; 6,47 ; 5,44 ; 6,52 ; 5,69 ; 5,59 ; 6,76 ; 8,19 ; 7,01 ; 6,91 ; 7,11 ; 5,83 ; 8,68 ; 10,00 
4;07:18; 6,42 ; 4,90 ; 2,99 ; 2,45 ; 5,15 ; 4,95 ; 6,18 ; 5,44 ; 6,52 ; 5,64 ; 5,69 ; 6,96 ; 8,19 ; 7,01 ; 7,35 ; 7,21 ; 5,64 ; 8,58 ; 10,00 
4;07:24; 6,32 ; 4,90 ; 2,84 ; 2,55 ; 5,20 ; 4,85 ; 6,37 ; 5,34 ; 6,37 ; 5,39 ; 5,39 ; 6,91 ; 7,75 ; 7,21 ; 7,55 ; 7,16 ; 5,69 ; 8,58 ; 10,00 
4;07:30; 6,52 ; 5,00 ; 2,55 ; 2,55 ; 5,10 ; 4,85 ; 6,27 ; 5,29 ; 6,23 ; 5,54 ; 5,64 ; 7,06 ; 8,04 ; 7,06 ; 7,21 ; 6,96 ; 5,64 ; 8,19 ; 10,00 
4;07:36; 6,52 ; 4,71 ; 2,40 ; 2,70 ; 4,85 ; 4,71 ; 6,08 ; 5,10 ; 6,08 ; 5,54 ; 5,49 ; 7,11 ; 8,28 ; 7,16 ; 6,62 ; 7,16 ; 5,64 ; 8,43 ; 10,00 
4;07:42; 6,47 ; 4,80 ; 3,09 ; 2,11 ; 4,75 ; 4,80 ; 6,23 ; 4,95 ; 6,23 ; 5,39 ; 5,54 ; 7,06 ; 7,89 ; 7,21 ; 7,01 ; 6,72 ; 5,49 ; 8,58 ; 10,00 
4;07:48; 6,27 ; 4,56 ; 2,84 ; 2,70 ; 4,90 ; 4,90 ; 6,03 ; 4,75 ; 6,13 ; 5,29 ; 5,29 ; 7,01 ; 7,89 ; 7,30 ; 7,35 ; 6,86 ; 5,54 ; 8,19 ; 10,00 
4;07:54; 6,23 ; 4,80 ; 2,75 ; 2,06 ; 4,56 ; 4,75 ; 5,83 ; 4,66 ; 6,08 ; 5,29 ; 5,20 ; 6,86 ; 8,09 ; 7,16 ; 7,60 ; 6,81 ; 5,44 ; 8,28 ; 10,00 
4;08:00; 6,32 ; 5,10 ; 2,30 ; 3,14 ; 4,26 ; 4,75 ; 5,59 ; 4,61 ; 5,93 ; 5,34 ; 5,00 ; 6,96 ; 8,38 ; 7,25 ; 7,60 ; 6,57 ; 5,54 ; 8,53 ; 10,00 
4;08:06; 6,91 ; 5,49 ; 3,58 ; 1,91 ; 4,22 ; 4,75 ; 5,44 ; 4,51 ; 5,83 ; 5,05 ; 5,59 ; 7,21 ; 8,28 ; 7,25 ; 5,98 ; 6,52 ; 5,49 ; 8,48 ; 10,00 
4;08:12; 6,57 ; 5,34 ; 3,24 ; 2,21 ; 4,22 ; 4,56 ; 5,34 ; 4,41 ; 5,93 ; 5,05 ; 5,49 ; 7,60 ; 9,17 ; 6,96 ; 7,16 ; 6,52 ; 5,44 ; 8,28 ; 10,00 
4;08:18; 6,47 ; 5,10 ; 3,24 ; 2,21 ; 3,87 ; 4,66 ; 5,25 ; 4,26 ; 5,88 ; 5,15 ; 5,39 ; 7,21 ; 8,87 ; 6,86 ; 7,21 ; 6,42 ; 5,25 ; 8,43 ; 10,00 
4;08:24; 6,62 ; 5,00 ; 2,89 ; 2,84 ; 3,97 ; 4,66 ; 5,10 ; 3,97 ; 5,93 ; 5,05 ; 5,29 ; 7,06 ; 8,48 ; 6,67 ; 8,04 ; 6,37 ; 5,15 ; 8,43 ; 10,00 
4;08:30; 6,42 ; 5,25 ; 2,55 ; 1,81 ; 4,26 ; 4,66 ; 4,95 ; 3,87 ; 5,88 ; 4,85 ; 5,10 ; 6,96 ; 8,58 ; 6,57 ; 7,30 ; 6,18 ; 4,95 ; 8,53 ; 10,00 
4;08:36; 6,47 ; 5,54 ; 2,75 ; 2,45 ; 3,92 ; 4,61 ; 5,00 ; 3,87 ; 6,03 ; 4,80 ; 5,39 ; 6,81 ; 9,07 ; 6,52 ; 6,76 ; 6,27 ; 4,95 ; 8,24 ; 10,00 
4;08:42; 6,37 ; 5,44 ; 2,99 ; 2,75 ; 3,97 ; 4,46 ; 4,90 ; 3,92 ; 6,03 ; 4,90 ; 5,20 ; 6,57 ; 9,12 ; 6,47 ; 5,83 ; 5,93 ; 4,85 ; 8,53 ; 10,00 
4;08:48; 6,67 ; 5,49 ; 2,65 ; 1,81 ; 3,87 ; 4,46 ; 4,90 ; 3,77 ; 5,78 ; 5,00 ; 5,20 ; 6,67 ; 9,17 ; 6,42 ; 6,67 ; 6,13 ; 4,75 ; 8,58 ; 10,00 
4;08:54; 6,18 ; 5,39 ; 2,30 ; 1,81 ; 3,68 ; 4,22 ; 4,90 ; 3,63 ; 5,83 ; 5,05 ; 5,20 ; 6,96 ; 9,02 ; 6,47 ; 6,81 ; 6,13 ; 4,61 ; 8,24 ; 10,00 
4;09:00; 6,23 ; 4,95 ; 3,14 ; 2,06 ; 3,87 ; 4,17 ; 4,80 ; 3,82 ; 5,78 ; 4,75 ; 5,39 ; 6,52 ; 9,22 ; 6,23 ; 7,45 ; 6,13 ; 4,66 ; 8,58 ; 10,00 
4;09:06; 6,32 ; 5,20 ; 2,65 ; 2,16 ; 3,53 ; 4,12 ; 4,75 ; 3,73 ; 5,59 ; 4,66 ; 5,00 ; 6,67 ; 9,17 ; 6,42 ; 7,65 ; 6,03 ; 4,71 ; 8,58 ; 10,00 
4;09:12; 6,13 ; 5,49 ; 2,30 ; 2,06 ; 3,38 ; 4,07 ; 5,00 ; 3,82 ; 5,10 ; 4,66 ; 5,25 ; 6,67 ; 6,52 ; 6,47 ; 7,45 ; 6,08 ; 4,66 ; 8,58 ; 10,00 
4;09:18; 6,37 ; 5,25 ; 2,84 ; 2,25 ; 3,24 ; 4,22 ; 4,66 ; 3,63 ; 4,80 ; 4,31 ; 5,20 ; 6,37 ; 7,89 ; 6,37 ; 7,06 ; 6,08 ; 4,61 ; 8,77 ; 10,00 
4;09:24; 6,18 ; 5,20 ; 2,40 ; 1,72 ; 3,04 ; 4,07 ; 4,75 ; 3,73 ; 4,41 ; 4,31 ; 4,95 ; 6,27 ; 8,92 ; 6,47 ; 7,16 ; 6,08 ; 4,80 ; 8,63 ; 10,00 
4;09:30; 5,98 ; 5,20 ; 2,16 ; 1,52 ; 3,48 ; 4,12 ; 4,90 ; 3,53 ; 4,36 ; 4,12 ; 5,10 ; 6,13 ; 9,22 ; 6,27 ; 7,16 ; 6,08 ; 4,71 ; 8,63 ; 10,00 
4;09:36; 6,08 ; 5,25 ; 3,19 ; 1,72 ; 3,19 ; 4,12 ; 4,80 ; 3,77 ; 4,12 ; 3,87 ; 5,00 ; 6,27 ; 9,22 ; 6,18 ; 6,81 ; 6,03 ; 4,56 ; 8,48 ; 10,00 
4;09:42; 6,08 ; 5,00 ; 2,45 ; 1,86 ; 3,33 ; 3,82 ; 4,80 ; 3,77 ; 4,22 ; 3,92 ; 5,00 ; 6,08 ; 9,17 ; 6,52 ; 7,30 ; 6,18 ; 4,41 ; 8,53 ; 10,00 
4;09:48; 6,18 ; 5,05 ; 2,25 ; 1,81 ; 3,33 ; 3,82 ; 4,66 ; 3,63 ; 4,07 ; 3,63 ; 4,95 ; 5,69 ; 8,82 ; 6,32 ; 7,21 ; 5,83 ; 4,36 ; 8,68 ; 10,00 
4;09:54; 5,98 ; 4,90 ; 3,43 ; 1,67 ; 3,04 ; 3,82 ; 4,75 ; 3,68 ; 4,02 ; 3,09 ; 4,95 ; 5,69 ; 8,68 ; 6,37 ; 7,25 ; 5,88 ; 4,17 ; 8,43 ; 10,00 
4;10:00; 5,74 ; 4,85 ; 2,35 ; 1,32 ; 2,84 ; 3,77 ; 4,85 ; 3,48 ; 3,82 ; 2,94 ; 4,75 ; 5,44 ; 9,07 ; 6,32 ; 7,25 ; 5,74 ; 4,07 ; 8,63 ; 10,00 
4;10:06; 5,25 ; 4,51 ; 2,01 ; 1,67 ; 2,99 ; 3,48 ; 4,71 ; 3,63 ; 3,87 ; 2,55 ; 4,85 ; 5,29 ; 8,82 ; 6,37 ; 6,72 ; 5,59 ; 3,97 ; 8,73 ; 10,00 
4;10:12; 5,29 ; 4,75 ; 2,84 ; 1,57 ; 2,84 ; 3,28 ; 4,75 ; 3,68 ; 3,73 ; 2,45 ; 4,80 ; 5,34 ; 8,58 ; 6,32 ; 6,96 ; 5,49 ; 4,02 ; 8,43 ; 10,00 
4;10:18; 5,15 ; 4,75 ; 2,11 ; 1,37 ; 2,75 ; 3,14 ; 4,61 ; 3,53 ; 3,63 ; 3,19 ; 4,85 ; 5,44 ; 8,97 ; 6,37 ; 6,76 ; 5,49 ; 4,07 ; 8,73 ; 10,00 
4;10:24; 5,05 ; 4,61 ; 2,40 ; 1,42 ; 2,65 ; 3,09 ; 4,75 ; 3,28 ; 3,63 ; 2,65 ; 4,71 ; 5,34 ; 8,14 ; 6,47 ; 7,45 ; 5,25 ; 4,12 ; 8,68 ; 10,00 
4;10:30; 4,90 ; 4,07 ; 3,04 ; 1,76 ; 2,65 ; 3,09 ; 4,75 ; 3,33 ; 3,48 ; 2,60 ; 4,56 ; 5,25 ; 7,65 ; 6,47 ; 7,16 ; 5,05 ; 4,12 ; 8,77 ; 10,00 
4;10:36; 4,80 ; 4,07 ; 1,96 ; 1,72 ; 2,60 ; 2,84 ; 4,61 ; 3,43 ; 3,48 ; 2,35 ; 4,41 ; 5,15 ; 7,70 ; 6,23 ; 7,01 ; 4,90 ; 4,22 ; 8,53 ; 10,00 
4;10:42; 4,80 ; 4,51 ; 1,76 ; 1,76 ; 2,45 ; 2,65 ; 4,75 ; 3,53 ; 3,43 ; 3,38 ; 4,26 ; 5,00 ; 7,75 ; 6,18 ; 6,96 ; 5,05 ; 4,26 ; 8,38 ; 10,00 
4;10:48; 4,66 ; 4,12 ; 2,45 ; 1,62 ; 2,40 ; 2,84 ; 4,75 ; 3,48 ; 3,53 ; 2,79 ; 4,36 ; 4,80 ; 8,28 ; 6,13 ; 7,01 ; 5,00 ; 4,17 ; 8,38 ; 10,00 
4;10:54; 4,56 ; 3,77 ; 2,60 ; 1,72 ; 3,24 ; 2,65 ; 4,90 ; 3,63 ; 3,28 ; 2,65 ; 4,07 ; 4,75 ; 7,65 ; 6,08 ; 6,42 ; 5,05 ; 4,17 ; 8,53 ; 10,00 
4;11:00; 4,22 ; 3,68 ; 2,06 ; 1,23 ; 3,04 ; 2,70 ; 4,75 ; 3,63 ; 3,33 ; 2,55 ; 3,82 ; 4,56 ; 7,50 ; 6,13 ; 6,52 ; 5,10 ; 4,36 ; 7,99 ; 10,00 
4;11:06; 4,22 ; 2,84 ; 2,70 ; 1,23 ; 2,35 ; 2,79 ; 4,80 ; 3,58 ; 3,24 ; 2,35 ; 3,87 ; 4,75 ; 7,75 ; 5,88 ; 6,76 ; 5,05 ; 4,31 ; 7,99 ; 10,00 
4;11:12; 4,31 ; 3,14 ; 2,50 ; 1,37 ; 3,24 ; 2,60 ; 4,71 ; 3,73 ; 3,33 ; 2,40 ; 3,92 ; 4,56 ; 8,24 ; 5,69 ; 6,47 ; 4,85 ; 4,22 ; 7,79 ; 9,61 
4;11:18; 4,07 ; 3,43 ; 1,91 ; 1,32 ; 2,60 ; 2,65 ; 4,75 ; 3,48 ; 3,24 ; 2,45 ; 3,58 ; 4,36 ; 8,53 ; 5,78 ; 6,62 ; 4,71 ; 4,07 ; 7,16 ; 9,61 
4;11:24; 3,97 ; 3,38 ; 2,30 ; 1,37 ; 2,84 ; 2,45 ; 4,90 ; 3,58 ; 3,14 ; 2,99 ; 3,73 ; 4,51 ; 7,94 ; 5,49 ; 6,76 ; 4,46 ; 3,87 ; 7,45 ; 9,61 
4;11:30; 4,02 ; 3,04 ; 2,50 ; 1,32 ; 2,79 ; 2,35 ; 4,85 ; 3,63 ; 3,14 ; 2,70 ; 3,58 ; 4,61 ; 7,30 ; 5,34 ; 6,18 ; 4,17 ; 3,73 ; 7,55 ; 9,71 
4;11:36; 3,82 ; 3,09 ; 2,50 ; 1,47 ; 2,30 ; 2,79 ; 4,80 ; 3,33 ; 3,14 ; 2,55 ; 3,48 ; 4,22 ; 7,01 ; 5,29 ; 6,03 ; 4,12 ; 3,68 ; 7,50 ; 9,46 
4;11:42; 3,58 ; 2,84 ; 2,01 ; 1,27 ; 3,14 ; 2,70 ; 4,85 ; 3,43 ; 3,28 ; 2,50 ; 3,48 ; 4,31 ; 7,21 ; 5,15 ; 6,27 ; 3,87 ; 3,53 ; 7,40 ; 9,85 
4;11:48; 3,58 ; 2,35 ; 2,16 ; 1,13 ; 2,25 ; 2,65 ; 4,71 ; 3,77 ; 3,48 ; 2,45 ; 3,43 ; 4,02 ; 7,25 ; 5,20 ; 5,88 ; 3,73 ; 3,48 ; 7,30 ; 10,00 
4;11:54; 3,48 ; 2,79 ; 2,45 ; 1,08 ; 3,09 ; 2,50 ; 4,90 ; 3,77 ; 3,58 ; 3,14 ; 3,38 ; 3,92 ; 7,11 ; 5,10 ; 5,83 ; 3,87 ; 3,63 ; 7,50 ; 10,00 
4;12:00; 3,38 ; 2,50 ; 2,25 ; 1,03 ; 2,50 ; 2,94 ; 4,71 ; 3,87 ; 3,58 ; 2,94 ; 3,33 ; 4,07 ; 6,81 ; 4,95 ; 5,29 ; 3,92 ; 3,68 ; 7,45 ; 9,90 
4;12:06; 3,38 ; 2,60 ; 2,35 ; 1,08 ; 2,84 ; 2,75 ; 4,75 ; 4,12 ; 3,77 ; 2,79 ; 3,14 ; 4,02 ; 6,72 ; 4,75 ; 5,59 ; 3,92 ; 3,68 ; 7,30 ; 9,71 
4;12:12; 3,24 ; 2,60 ; 2,70 ; 1,08 ; 2,60 ; 2,60 ; 4,61 ; 4,07 ; 3,68 ; 2,75 ; 2,84 ; 4,02 ; 6,91 ; 4,61 ; 5,20 ; 3,82 ; 3,68 ; 7,25 ; 9,85 
4;12:18; 3,09 ; 2,45 ; 1,76 ; 1,08 ; 2,60 ; 2,84 ; 4,51 ; 4,07 ; 3,68 ; 2,65 ; 2,94 ; 3,92 ; 6,72 ; 4,56 ; 4,95 ; 4,22 ; 3,48 ; 7,30 ; 9,85 
4;12:24; 2,94 ; 2,40 ; 1,96 ; 1,27 ; 2,70 ; 3,04 ; 4,46 ; 4,07 ; 3,63 ; 2,70 ; 2,89 ; 4,02 ; 6,42 ; 4,31 ; 5,00 ; 4,22 ; 3,82 ; 7,25 ; 9,80 
4;12:30; 2,89 ; 2,25 ; 2,30 ; 1,23 ; 2,50 ; 2,79 ; 4,41 ; 4,17 ; 3,53 ; 2,60 ; 2,84 ; 3,82 ; 6,47 ; 4,26 ; 4,75 ; 4,31 ; 3,77 ; 6,91 ; 9,90 
4;12:36; 2,84 ; 2,40 ; 2,25 ; 0,93 ; 2,84 ; 2,55 ; 4,31 ; 4,12 ; 3,63 ; 2,75 ; 2,89 ; 3,77 ; 6,47 ; 4,12 ; 4,26 ; 4,75 ; 3,82 ; 7,01 ; 10,00 
4;12:42; 2,84 ; 2,45 ; 2,40 ; 1,03 ; 2,35 ; 2,79 ; 4,41 ; 4,22 ; 3,48 ; 2,79 ; 3,04 ; 3,77 ; 6,37 ; 3,82 ; 3,82 ; 4,56 ; 3,77 ; 7,16 ; 10,00 
4;12:48; 2,75 ; 2,30 ; 2,50 ; 1,08 ; 2,75 ; 2,84 ; 4,41 ; 4,07 ; 3,43 ; 2,55 ; 3,19 ; 3,63 ; 6,27 ; 3,58 ; 4,31 ; 4,71 ; 3,82 ; 7,16 ; 10,00 
4;12:54; 2,79 ; 2,45 ; 2,40 ; 1,08 ; 2,40 ; 2,30 ; 4,31 ; 3,92 ; 3,38 ; 2,79 ; 3,14 ; 3,58 ; 6,08 ; 3,43 ; 5,10 ; 4,75 ; 3,77 ; 7,11 ; 10,00 
4;13:00; 2,65 ; 2,40 ; 2,65 ; 0,98 ; 2,84 ; 2,75 ; 4,22 ; 3,92 ; 3,33 ; 2,55 ; 3,24 ; 3,73 ; 6,08 ; 3,24 ; 5,15 ; 4,66 ; 3,68 ; 6,91 ; 10,00 
4;13:06; 2,75 ; 2,25 ; 1,76 ; 0,98 ; 2,40 ; 2,55 ; 3,97 ; 3,73 ; 3,38 ; 2,65 ; 3,24 ; 3,68 ; 6,08 ; 3,09 ; 4,85 ; 4,61 ; 3,73 ; 6,91 ; 10,00 
4;13:12; 2,70 ; 2,21 ; 1,81 ; 0,98 ; 2,89 ; 2,84 ; 4,17 ; 3,77 ; 3,43 ; 2,40 ; 3,04 ; 3,63 ; 6,13 ; 3,04 ; 4,95 ; 5,10 ; 3,82 ; 6,52 ; 10,00 
4;13:18; 2,65 ; 2,11 ; 2,06 ; 1,23 ; 2,25 ; 2,99 ; 4,02 ; 3,97 ; 3,43 ; 2,40 ; 3,04 ; 3,58 ; 5,49 ; 2,79 ; 5,44 ; 4,95 ; 3,68 ; 6,81 ; 10,00 
4;13:24; 2,45 ; 2,21 ; 2,11 ; 1,03 ; 2,99 ; 2,70 ; 4,07 ; 4,02 ; 3,43 ; 3,24 ; 2,84 ; 4,02 ; 5,78 ; 2,65 ; 4,66 ; 5,10 ; 3,73 ; 6,67 ; 10,00 
4;13:30; 2,35 ; 2,11 ; 2,06 ; 1,23 ; 2,21 ; 2,40 ; 4,02 ; 4,02 ; 3,48 ; 3,04 ; 2,60 ; 3,82 ; 5,59 ; 2,50 ; 5,15 ; 5,20 ; 3,58 ; 6,42 ; 10,00 
